Date,Ticker,Open,High,Low,Close,Volume
2021-05-14 04:00:00,XLY,84.71,85.5525,84.47,85.37,8234876.0
2021-05-17 04:00:00,XLY,85.115,85.415,84.455,85.215,10472044.0
2021-05-18 04:00:00,XLY,85.405,85.79,84.54,84.55,7780188.0
2021-05-19 04:00:00,XLY,83.17,83.885,82.745,83.84,14147412.0
2021-05-20 04:00:00,XLY,84.255,84.885,84.1468,84.7,9089798.0
2021-05-21 04:00:00,XLY,85.265,85.265,84.2375,84.275,7801416.0
2021-05-24 04:00:00,XLY,84.73,85.51,84.44,85.11,6752356.0
2021-05-25 04:00:00,XLY,85.495,85.77,84.845,85.38,7166064.0
2021-05-26 04:00:00,XLY,85.785,86.56,85.7,86.195,7494474.0
2021-05-27 04:00:00,XLY,86.515,86.735,86.25,86.54,7808110.0
2021-05-28 04:00:00,XLY,86.9,86.9,86.215,86.42,6402092.0
2021-06-01 04:00:00,XLY,86.935,86.9945,86.1,86.255,9411000.0
2021-06-02 04:00:00,XLY,86.335,86.3425,85.535,85.855,7078192.0
2021-06-03 04:00:00,XLY,85.305,85.535,84.69,84.835,8741566.0
2021-06-04 04:00:00,XLY,85.305,85.59,85.065,85.515,6463406.0
2021-06-07 04:00:00,XLY,85.45,85.565,84.865,85.515,6411678.0
2021-06-08 04:00:00,XLY,86.085,86.48,85.62,86.205,6149936.0
2021-06-09 04:00:00,XLY,86.445,86.4975,85.695,85.73,7146816.0
2021-06-10 04:00:00,XLY,85.885,86.29,85.625,86.135,5238750.0
2021-06-11 04:00:00,XLY,86.28,86.615,86.14,86.605,5479998.0
2021-06-14 04:00:00,XLY,86.61,86.795,86.125,86.63,5796082.0
2021-06-15 04:00:00,XLY,86.64,86.64,85.87,86.17,5677190.0
2021-06-16 04:00:00,XLY,86.245,86.415,85.465,86.21,9505796.0
2021-06-17 04:00:00,XLY,86.0,86.845,85.8,86.535,9210700.0
2021-06-18 04:00:00,XLY,85.9,86.415,85.69,86.08,14030432.0
