Date,Ticker,Adj Close,Close,High,Low,Open,Volume
2006-05-15,IWM,56.059207916259766,73.16999816894531,73.70999908447266,72.3499984741211,72.94000244140625,61905600
2006-05-16,IWM,56.15116500854492,73.29000091552734,73.87000274658203,72.94000244140625,73.45999908447266,35594500
2006-05-17,IWM,55.12451934814453,71.94999694824219,73.13999938964844,71.8499984741211,72.44999694824219,76491400
2006-05-18,IWM,54.6035041809082,71.2699966430664,72.86000061035156,71.12999725341797,72.41999816894531,54127300
2006-05-19,IWM,55.086204528808594,71.9000015258789,72.18000030517578,70.58999633789062,71.38999938964844,79031200
2006-05-22,IWM,54.473262786865234,71.0999984741211,71.66999816894531,70.08999633789062,71.23999786376953,89895900
2006-05-23,IWM,53.76841735839844,70.18000030517578,72.38999938964844,70.0999984741211,71.87999725341797,73644800
2006-05-24,IWM,54.182151794433594,70.72000122070312,71.37000274658203,69.11000061035156,70.48999786376953,124700200
2006-05-25,IWM,55.32371520996094,72.20999908447266,72.27999877929688,71.04000091552734,71.5,63332000
2006-05-26,IWM,55.65314865112305,72.63999938964844,72.7300033569336,72.0199966430664,72.6500015258789,37483000
2006-05-30,IWM,54.12086868286133,70.63999938964844,72.3499984741211,70.55999755859375,72.30999755859375,46837100
2006-05-31,IWM,55.063228607177734,71.87000274658203,71.87000274658203,70.66999816894531,70.80999755859375,58723800
2006-06-01,IWM,56.13582992553711,73.2699966430664,73.33999633789062,71.6500015258789,71.87999725341797,49499200
2006-06-02,IWM,56.097511291503906,73.22000122070312,73.83999633789062,72.68000030517578,73.73999786376953,49690000
2006-06-05,IWM,54.465633392333984,71.08999633789062,73.1500015258789,70.86000061035156,73.05999755859375,66165900
2006-06-06,IWM,54.23577880859375,70.79000091552734,71.16000366210938,69.80999755859375,71.04000091552734,94747900
2006-06-07,IWM,53.70713424682617,70.0999984741211,71.81999969482422,70.01000213623047,70.81999969482422,81935900
2006-06-08,IWM,53.753089904785156,70.16000366210938,70.41999816894531,68.0,69.77999877929688,140237700
2006-06-09,IWM,53.2780876159668,69.54000091552734,71.0999984741211,69.41999816894531,70.55000305175781,63028400
2006-06-12,IWM,52.05224609375,67.94000244140625,69.75,67.83000183105469,69.69999694824219,108263800
2006-06-13,IWM,51.06391906738281,66.6500015258789,68.8499984741211,66.5999984741211,67.6500015258789,139584200
2006-06-14,IWM,51.676841735839844,67.44999694824219,67.68000030517578,66.55000305175781,66.76000213623047,106669400
2006-06-15,IWM,53.4466552734375,69.76000213623047,69.97000122070312,67.91000366210938,68.04000091552734,96971100
2006-06-16,IWM,52.74944305419922,68.8499984741211,69.69999694824219,68.56999969482422,69.5999984741211,66852400
2006-06-19,IWM,51.71515655517578,67.5,69.12000274658203,67.44000244140625,69.0999984741211,71705700
2006-06-20,IWM,51.653839111328125,67.41999816894531,68.33000183105469,67.30999755859375,67.55999755859375,61105000
2006-06-21,IWM,52.55791473388672,68.5999984741211,69.05999755859375,67.25,67.37000274658203,81035400
2006-06-22,IWM,52.36222839355469,68.23999786376953,68.61000061035156,67.86000061035156,68.38999938964844,50947100
2006-06-23,IWM,52.67683792114258,68.6500015258789,69.05000305175781,67.72000122070312,68.2300033569336,42901800
2006-06-26,IWM,53.32905960083008,69.5,69.5,68.94999694824219,69.0199966430664,39933200
2006-06-27,IWM,52.40827560424805,68.30000305175781,69.83000183105469,68.0199966430664,69.54000091552734,61567100
2006-06-28,IWM,52.63847732543945,68.5999984741211,68.5999984741211,67.5,68.3499984741211,46405900
2006-06-29,IWM,54.67189407348633,71.25,71.25,68.80999755859375,68.80999755859375,96533200
2006-06-30,IWM,55.04020690917969,71.7300033569336,71.9000015258789,70.55000305175781,71.45999908447266,61004300
2006-07-03,IWM,55.73080825805664,72.62999725341797,72.62999725341797,71.76000213623047,72.0,22967800
2006-07-05,IWM,54.917423248291016,71.56999969482422,71.94999694824219,70.98999786376953,71.83999633789062,38621400
2006-07-06,IWM,54.902076721191406,71.55000305175781,72.19999694824219,71.16000366210938,71.70999908447266,33830700
2006-07-07,IWM,54.0887451171875,70.48999786376953,71.63999938964844,70.3499984741211,71.44999694824219,45330300
2006-07-10,IWM,54.096405029296875,70.5,71.23999786376953,70.18000030517578,70.66000366210938,40166800
2006-07-11,IWM,54.57212829589844,71.12000274658203,71.12000274658203,69.5999984741211,70.11000061035156,63444700
2006-07-12,IWM,53.44416809082031,69.6500015258789,71.08000183105469,69.58999633789062,70.77999877929688,50664800
2006-07-13,IWM,52.231807708740234,68.06999969482422,69.69000244140625,68.0199966430664,69.18000030517578,80467000
2006-07-14,IWM,51.81747055053711,67.52999877929688,68.20999908447266,66.94999694824219,68.08000183105469,79083700
2006-07-17,IWM,51.74839782714844,67.44000244140625,68.19999694824219,67.02999877929688,67.5999984741211,67427500
2006-07-18,IWM,52.10136032104492,67.9000015258789,68.25,66.62000274658203,67.81999969482422,74235300
2006-07-19,IWM,53.32905960083008,69.5,70.0,67.77999877929688,67.83999633789062,97816700
2006-07-20,IWM,51.96323013305664,67.72000122070312,70.37000274658203,67.62000274658203,70.04000091552734,73657100
2006-07-21,IWM,51.218936920166016,66.75,67.6500015258789,66.3499984741211,67.6500015258789,103313800
2006-07-24,IWM,52.853328704833984,68.87999725341797,68.91000366210938,67.25,67.26000213623047,72230300
2006-07-25,IWM,52.9837646484375,69.05000305175781,69.77999877929688,68.38999938964844,68.69999694824219,87433100
2006-07-26,IWM,52.86867904663086,68.9000015258789,69.5999984741211,68.12000274658203,68.93000030517578,59831300
2006-07-27,IWM,52.36222839355469,68.23999786376953,69.88999938964844,67.97000122070312,69.41000366210938,59015800
2006-07-28,IWM,53.45951843261719,69.66999816894531,69.69999694824219,68.4800033569336,68.75,62209800
2006-07-31,IWM,53.46718978881836,69.68000030517578,69.83000183105469,69.05999755859375,69.43000030517578,37902900
2006-08-01,IWM,52.630802154541016,68.58999633789062,69.2300033569336,68.18000030517578,69.16999816894531,45003700
2006-08-02,IWM,53.32905960083008,69.5,69.72000122070312,68.9000015258789,69.01000213623047,50137500
2006-08-03,IWM,53.973628997802734,70.33999633789062,70.33999633789062,68.54000091552734,68.77999877929688,49316900
2006-08-04,IWM,53.42116165161133,69.62000274658203,71.30999755859375,68.97000122070312,71.12999725341797,76609200
2006-08-07,IWM,53.21397399902344,69.3499984741211,69.4800033569336,68.73999786376953,69.37000274658203,45882400
2006-08-08,IWM,52.47732925415039,68.38999938964844,69.95999908447266,68.18000030517578,69.43000030517578,76243800
2006-08-09,IWM,51.9478874206543,67.69999694824219,69.27999877929688,67.5999984741211,68.98999786376953,58126400
2006-08-10,IWM,52.40827560424805,68.30000305175781,68.61000061035156,67.02999877929688,67.30999755859375,54415200
2006-08-11,IWM,51.871158599853516,67.5999984741211,68.06999969482422,67.2300033569336,68.05999755859375,42757200
2006-08-14,IWM,52.178096771240234,68.0,68.81999969482422,67.68000030517578,68.08999633789062,45029900
2006-08-15,IWM,53.26767349243164,69.41999816894531,69.44999694824219,68.69000244140625,69.0,48780200
2006-08-16,IWM,54.0350341796875,70.41999816894531,70.5199966430664,69.48999786376953,69.87000274658203,46160700
2006-08-17,IWM,54.1193962097168,70.52999877929688,71.0999984741211,70.12999725341797,70.22000122070312,44642200
2006-08-18,IWM,54.43400573730469,70.94000244140625,70.94000244140625,70.01000213623047,70.80000305175781,36413600
2006-08-21,IWM,53.8508415222168,70.18000030517578,70.48999786376953,69.8499984741211,70.4800033569336,25383500
2006-08-22,IWM,54.0273551940918,70.41000366210938,70.62000274658203,69.97000122070312,70.0999984741211,22657900
2006-08-23,IWM,53.40580368041992,69.5999984741211,70.80000305175781,69.19999694824219,70.5,37109000
2006-08-24,IWM,53.313724517822266,69.4800033569336,69.87000274658203,68.91000366210938,69.72000122070312,32255600
2006-08-25,IWM,53.40580368041992,69.5999984741211,70.08999633789062,69.2300033569336,69.37999725341797,22449400
2006-08-28,IWM,53.973628997802734,70.33999633789062,70.47000122070312,69.5199966430664,69.54000091552734,26650300
2006-08-29,IWM,54.67189407348633,71.25,71.25,69.87999725341797,70.51000213623047,53031100
2006-08-30,IWM,55.09392547607422,71.80000305175781,72.0,71.04000091552734,71.30999755859375,43890900
2006-08-31,IWM,55.070884704589844,71.7699966430664,72.23999786376953,71.56999969482422,71.95999908447266,33830000
2006-09-01,IWM,55.10927200317383,71.81999969482422,72.19999694824219,71.45999908447266,72.08000183105469,24118200
2006-09-05,IWM,55.608028411865234,72.47000122070312,72.5199966430664,71.69999694824219,71.93000030517578,38075100
2006-09-06,IWM,54.42633819580078,70.93000030517578,71.93000030517578,70.83999633789062,71.91999816894531,39718500
2006-09-07,IWM,53.94292068481445,70.30000305175781,71.12000274658203,70.05999755859375,70.52999877929688,44611800
2006-09-08,IWM,54.15011215209961,70.56999969482422,70.68000030517578,70.16999816894531,70.52999877929688,27806500
2006-09-11,IWM,54.0810661315918,70.4800033569336,70.83999633789062,69.6500015258789,70.12999725341797,49544600
2006-09-12,IWM,55.35480880737305,72.13999938964844,72.29000091552734,70.58000183105469,70.63999938964844,43200800
2006-09-13,IWM,55.822898864746094,72.75,72.87999725341797,72.0,72.16000366210938,35612000
2006-09-14,IWM,55.623374938964844,72.48999786376953,72.58999633789062,72.01000213623047,72.47000122070312,33680200
2006-09-15,IWM,55.75383758544922,72.66000366210938,73.0199966430664,72.16999816894531,73.0,40826200
2006-09-18,IWM,55.738468170166016,72.63999938964844,73.06999969482422,72.13999938964844,72.3499984741211,37907200
2006-09-19,IWM,55.49293899536133,72.31999969482422,72.73999786376953,71.1500015258789,72.70999908447266,64200600
2006-09-20,IWM,56.23724365234375,73.29000091552734,73.5,72.7300033569336,72.79000091552734,54786800
2006-09-21,IWM,55.63103485107422,72.5,73.56999969482422,72.08999633789062,73.3499984741211,68561500
2006-09-22,IWM,54.894432067871094,71.54000091552734,72.18000030517578,71.05999755859375,72.16000366210938,59289900
2006-09-25,IWM,55.54666519165039,72.38999938964844,72.6500015258789,71.11000061035156,71.77999877929688,61688400
2006-09-26,IWM,55.72447967529297,72.38999938964844,72.75,71.95999908447266,72.13999938964844,42739700
2006-09-27,IWM,56.13242721557617,72.91999816894531,72.98999786376953,72.19999694824219,72.20999908447266,49884200
