date,signal,p_vol,p_pnl,p_wk,spy_open,gap
2024-05-13,SKIP,0.0091256533763338,0.0049329776534664,0.0158923720739558,522.56,0.3302357729820793
2024-05-14,SKIP,0.0153673277232717,0.0091360565001279,0.0214846623036241,521.11,0.0383943483519333
2024-05-15,SKIP,0.0078376314322387,0.0062376992969986,0.0027392675362132,525.83,0.4834702847315242
2024-05-16,SKIP,0.0053796779475049,0.0075758505716485,0.0020479709014071,529.88,0.018875759749326
2024-05-17,SKIP,0.0019997867051788,0.0177570063183466,0.0023441944247928,528.81,0.0226976110764054
2024-05-20,SKIP,0.0064352440607496,0.0322434444837839,0.0082597279578132,529.57,0.0226650297478592
2024-05-21,SKIP,0.0088930502102929,0.0091669902539114,0.0050022371883746,529.28,-0.1471531524733005
2024-05-22,SKIP,0.000523843619127,0.0005599585697513,0.0005690573849321,530.65,-0.1336193917494843
2024-05-23,SKIP,0.0095914195227223,0.0183872149930423,0.0091030554951305,532.96,0.5907555253571894
2024-05-24,SKIP,0.0190581304252978,0.0182959277679129,0.0021609620150286,527.85,0.3593429158110783
2024-05-28,SKIP,0.0132391500763039,0.0213085826679373,0.0034471425012827,530.27,0.1567694167422084
2024-05-29,SKIP,0.0081742178230226,0.0064058123370626,0.0012746392000099,525.68,-0.7795247352824553
2024-05-30,SKIP,0.0359518777939084,0.0669998522377798,0.0015500984269142,524.52,-0.3003231324843258
2024-05-31,SKIP,0.0383483549377732,0.0256363745165714,0.0016822403509175,523.59,0.1875203306481054
2024-06-03,SKIP,0.0040555795131764,0.0076830851021882,0.0034223194542333,529.02,0.3128733147505613
2024-06-04,SKIP,0.0181477753155199,0.0170554392084061,0.0135916211313438,526.46,-0.2538840469874848
2024-06-05,SKIP,0.0131230392537821,0.0277784005433001,0.0133933988767675,530.77,0.4504248755653917
2024-06-06,SKIP,0.0091911921953296,0.0218659137069868,0.0041078037899054,534.98,0.0579796884059513
2024-06-07,SKIP,0.0094248212733198,0.0153846204428033,0.0009327818657121,533.66,-0.1870347510567471
2024-06-10,SKIP,0.003797205087996,0.0098539703203698,0.0026334764652101,533.18,-0.1554278009775145
2024-06-11,SKIP,0.0086909960516072,0.0141627770388784,0.0050075924051069,534.07,-0.2968300787812961
2024-06-12,SKIP,0.0082907583641404,0.0116603330598053,0.0049953691799144,541.63,0.8715895334761026
2024-06-13,SKIP,0.0047125112310828,0.0096863086932473,0.0005773343812209,543.15,0.3306487365154265
2024-06-14,SKIP,0.0081264566445624,0.0093656207267112,0.000963642396565,540.88,-0.2894275970135584
2024-06-17,SKIP,0.0102322187631692,0.0069710167051566,0.003741593390384,542.08,-0.1289656951250828
2024-06-18,SKIP,0.0190823070578643,0.0152461404653653,0.0021079346930783,547.16,0.0109669164686465
2024-06-20,SKIP,0.0609272461032677,0.0510395121229606,0.0039217141743874,549.44,0.1732027931229396
2024-06-21,SKIP,0.0068122938185791,0.028626679576558,0.0018320199562228,544.4,-0.4753199268738628
2024-06-24,SKIP,0.0075022530211305,0.0109024989569921,0.0009349529922767,544.33,-0.0330572441277432
2024-06-25,SKIP,0.0101390583071898,0.017280500918689,0.0021375112140142,543.99,0.2303128569849377
2024-06-26,SKIP,0.0149150559418726,0.0168986649345315,0.0042805780665185,543.69,-0.209239579318321
2024-06-27,SKIP,0.0077155702154546,0.0190544928805836,0.004747337426854,545.37,-0.0256640574874844
2024-06-28,SKIP,0.0152893513358656,0.0152626980544373,0.0007661061199387,547.16,0.1445906620055836
2024-07-01,SKIP,0.0043349514298783,0.005172064816299,0.0028550771346466,545.63,0.2590863988827907
2024-07-02,SKIP,0.0151522382810699,0.013000840327789,0.0154420272573464,543.7,-0.3007298199288466
2024-07-03,SKIP,0.0053798205855853,0.010694516073226,0.0071701624237315,548.69,-0.0582867343035475
2024-07-05,SKIP,0.0046787719072363,0.0107799476812489,0.0008603675443061,551.77,0.0562144126500463
2024-07-08,SKIP,0.0022751107041532,0.0059385048542608,0.0012531883996919,555.44,0.1442377037357722
2024-07-09,SKIP,0.0107859074165572,0.0184880931481513,0.0013257226493793,556.26,0.1764875378187591
2024-07-10,SKIP,0.0041691131567899,0.0035525404251515,0.0011191899204163,557.07,0.2248929509553354
2024-07-11,SKIP,0.00210583942261,0.0076888522950147,0.0015763753841607,561.44,0.0213781800042722
2024-07-12,SKIP,0.0071168708281466,0.0091907031237843,0.0005758737471485,557.63,0.2066561242093145
2024-07-15,SKIP,0.0022730299356748,0.0020499629753649,0.0003128584408826,562.03,0.3642922195039144
2024-07-16,SKIP,0.0082323427382659,0.0037598002732619,0.0003400482038782,562.865,0.2377433084608249
2024-07-17,SKIP,0.0019110329980315,0.0019214255704626,0.0001347724597328,558.8,-1.0728322062103943
2024-07-18,SKIP,0.0110571912696347,0.0090316914706861,0.0003409103157757,558.51,0.2818975114015742
2024-07-19,SKIP,0.0043936305807665,0.0172244072476854,0.0009167563879361,552.42,-0.0434263380740485
2024-07-22,SKIP,0.0135495901662381,0.0194510503678596,0.0014296419778043,553.0,0.7304322483105308
2024-07-23,SKIP,0.0177035548326189,0.0334361771302576,0.0034997763084029,554.54,-0.0198323266925148
2024-07-24,SKIP,0.00882557956234,0.0141315399592303,0.001804971305305,548.86,-0.8884394524901529
2024-07-25,SKIP,0.0298961575482103,0.0490873757549366,0.0017527198562997,541.35,0.0221717199711868
2024-07-26,SKIP,0.0777903515441454,0.0588126338882541,0.0029733992115134,542.28,0.7187830835237108
2024-07-29,SKIP,0.0265655329915727,0.0324484329245448,0.0027577061473258,546.02,0.2902064506648871
2024-07-30,SKIP,0.0394741959583435,0.0556615043357727,0.0023813539153796,546.26,0.2753506131140337
2024-07-31,SKIP,0.0698910543883272,0.0840760862707587,0.0041565346219214,548.98,1.2878228782287948
2024-08-01,SKIP,0.020563007049833,0.0591478493449117,0.0025033817761377,552.57,0.3195294203082843
2024-08-02,SKIP,0.0434552197682478,0.0355120496167356,0.0043402643460246,535.75,-1.3369919522660756
2024-08-05,SKIP,0.063610460406555,0.0255975710424465,0.009114078733637,511.64,-3.989491461812722
2024-08-06,SKIP,0.1671792132886585,0.050356962206098,0.0012516527250023,519.22,0.3556380223433519
2024-08-07,SKIP,0.1972376994663377,0.1232556847387994,0.0156552265898206,528.47,1.2103801589581575
2024-08-08,GO_HOT,0.4786284645470131,0.1884082068117524,0.0254980883910752,523.91,1.0122238075039425
2024-08-09,SKIP,0.1657735274354053,0.0810265943431224,0.0058233837586031,529.81,-0.1582964289079447
2024-08-12,SKIP,0.1537962954540824,0.101105144114823,0.1155321226391327,534.21,0.228897352670776
2024-08-13,SKIP,0.1914354401695114,0.1129512173583017,0.0954592838926195,536.53,0.6113225945580947
2024-08-14,SKIP,0.0886368900155342,0.0397909877076054,0.0422599657313483,542.85,0.1494354660172892
2024-08-15,SKIP,0.0657108388994443,0.0906332457819599,0.0445153399312976,549.5,1.0574712643678152
2024-08-16,SKIP,0.0076239340506595,0.0617282692876441,0.0087032157403391,551.42,-0.2983347496700372
2024-08-19,SKIP,0.0089832549065178,0.0456145869826782,0.0425538850391951,554.73,0.0757698760621483
2024-08-20,SKIP,0.0202621548757286,0.0482058557008583,0.0361990036687682,559.15,-0.0822001036436148
2024-08-21,SKIP,0.0136146650385055,0.0624994591362525,0.042643019355687,559.77,0.1915160193305842
2024-08-22,SKIP,0.0229160730743232,0.0539757524099311,0.0292470812084049,562.56,0.3460454496807097
2024-08-23,SKIP,0.0609960378156663,0.0392855134423062,0.0047566528707027,559.53,0.5950882744237829
2024-08-26,SKIP,0.0206657300871663,0.0228069743013376,0.0123529159445011,563.18,0.1867895326703728
2024-08-27,SKIP,0.0212877983921187,0.0254373244609757,0.0119450765830917,559.49,-0.2318158312380691
2024-08-28,SKIP,0.0110568595404534,0.0346284435781933,0.0123312450594959,561.21,-0.0623263765225257
2024-08-29,SKIP,0.0649316906699572,0.0365010441734867,0.0255754594309795,560.31,0.3600214938205281
2024-08-30,SKIP,0.0642909142736217,0.0351125234616311,0.0074208566934819,560.77,0.4334198979134784
2024-09-03,SKIP,0.0312694607474587,0.0287860259697574,0.0134504435925695,560.47,-0.5694720408742415
2024-09-04,SKIP,0.0851775443517705,0.0247107831598691,0.0262409033042617,550.2,-0.3405303579191443
2024-09-05,SKIP,0.0564688304146366,0.0683661500181951,0.0168821214069889,550.89,-0.0108902804247357
2024-09-06,SKIP,0.1398171261260778,0.0586936752170484,0.0448640277815238,549.94,0.0600425756445588
2024-09-09,SKIP,0.1295545801493986,0.0380376414479755,0.0420255489630485,544.65,0.7939151676660039
2024-09-10,SKIP,0.2196427046445632,0.1351663299609504,0.0530923163656946,548.36,0.3568748741787475
2024-09-11,SKIP,0.0586289125708889,0.081944109962232,0.0855298419792821,548.7,-0.0163997157382467
2024-09-12,SKIP,0.0803199115750763,0.0420507284327084,0.0157178355576807,555.01,0.1064175174055881
2024-09-13,SKIP,0.1608403109283469,0.0656012180887138,0.0061560859314494,559.71,0.1108944892593388
2024-09-16,SKIP,0.1954254335138135,0.0703672919578138,0.0201744585707171,561.74,-0.0480418497891488
2024-09-17,SKIP,0.2430163962772679,0.0449264644677336,0.021615501486411,565.1,0.4015350721341848
2024-09-18,SKIP,0.1732082461255775,0.0395691384124387,0.0220470856612453,563.74,0.1189905340366115
2024-09-19,SKIP,0.2206215055516797,0.0779243693077477,0.0316556142320024,571.01,1.711791948699681
2024-09-20,SKIP,0.0436983893690617,0.0489823066744975,0.0062664167893552,567.84,-0.5499316963816558
2024-09-23,SKIP,0.0040132257962346,0.0103566926769555,0.0016057443590304,569.34,0.1918169819621784
2024-09-24,SKIP,0.0369494827186577,0.083775242747434,0.0062657211856773,570.48,0.1421875822844809
2024-09-25,SKIP,0.0225053722202692,0.0086960058353084,0.0047690711598761,571.14,-0.0280063014178155
2024-09-26,SKIP,0.0021945023354262,0.0015090977347471,0.0010062148665328,574.38,0.7613500806960882
2024-09-27,SKIP,0.0147187649993415,0.0187418921488177,0.0040151060164201,573.39,0.1904595491875049
2024-09-30,SKIP,0.024549692823706,0.0095615656555397,0.0032627405712236,570.42,-0.1837366790907735
2024-10-01,SKIP,0.0145770894350554,0.0247523908010372,0.0066136842729452,573.4,-0.062744004461801
2024-10-02,SKIP,0.0278421985680473,0.0199708882827972,0.0077866266302561,567.71,-0.1600365797896574
2024-10-03,SKIP,0.0409174948274382,0.059890479605254,0.0336782338250335,567.36,-0.2636852652673771
2024-10-04,SKIP,0.0181626843269681,0.0595645510807757,0.0097703060438243,572.35,0.7977880314184116
2024-10-07,SKIP,0.0145766875739388,0.0161100524860234,0.02109024650032,571.3,-0.2932039512723028
2024-10-08,SKIP,0.0734053610881725,0.0333033601871802,0.014390834766291,570.42,0.4614300810144467
2024-10-09,SKIP,0.0106031029835973,0.0250161459011874,0.0148322111175807,573.16,-0.0017446830783196
2024-10-10,SKIP,0.0258274478913733,0.021818349416431,0.0098932582524117,575.77,-0.2373774127594652
2024-10-11,SKIP,0.034854217158771,0.046168941038844,0.0018906900043817,576.05,-0.0138857549511484
2024-10-14,SKIP,0.0064956817020246,0.0038021938507219,0.0043894063314942,581.22,0.2829635253114304
2024-10-15,SKIP,0.0070964307340721,0.005802925746275,0.0016180996622618,584.59,0.0462075575027309
2024-10-16,SKIP,0.0118252620391796,0.0048447300886316,0.0016949134047708,579.78,0.0
2024-10-17,SKIP,0.0192819299267947,0.011548156741904,0.0019406997824524,585.91,0.6199553494762089
2024-10-18,SKIP,0.0112535695938317,0.01356108280586,0.001454578274898,584.07,0.2953550270455851
2024-10-21,SKIP,0.0002721151457637,0.0007480098816117,0.0003448143600969,583.85,-0.1265844437982166
2024-10-22,SKIP,0.0270360471223291,0.014763565547832,0.007853152608989,581.05,-0.4420608947449667
2024-10-23,SKIP,0.0117079781168515,0.0148199086862535,0.0046675682129214,581.26,-0.3531509291641033
2024-10-24,SKIP,0.0409564826560732,0.0272302508364671,0.0133410473758124,579.98,0.3442966141282699
2024-10-25,SKIP,0.0603192442508873,0.0252613440731655,0.0033555843045647,581.51,0.3918928250811415
2024-10-28,SKIP,0.0187430593739004,0.01443705137192,0.0076523683448202,582.58,0.6113567283780208
2024-10-29,SKIP,0.0622771433632666,0.0384752564431874,0.0037044547738139,579.85,-0.1687240672830325
2024-10-30,SKIP,0.0207602811119506,0.0163352109615033,0.0032652488368823,581.29,-0.0825068325970734
2024-10-31,SKIP,0.0462465941688288,0.0188154898454995,0.0050119567708696,575.56,-0.7672281512387746
2024-11-01,SKIP,0.0573411781311761,0.0731992451642929,0.0267966130591209,571.32,0.4712999437253895
2024-11-04,SKIP,0.0231930230202869,0.0322453874866017,0.0669339316614456,571.18,0.0245166713365163
2024-11-05,SKIP,0.0647853654466305,0.1042130838888044,0.1866471021111739,570.74,0.1632122988364681
2024-11-06,SKIP,0.0694546772791301,0.1345366172121205,0.1321685156944526,589.2,2.1675047685104865
2024-11-07,SKIP,0.0404912306474491,0.0290505552341562,0.0019081614295207,593.08,0.3451543042772176
2024-11-08,SKIP,0.019228572100213,0.0492363161344796,0.0013147667374379,596.17,0.0940212555195385
2024-11-11,SKIP,0.0043425821578089,0.0056043999597887,0.0011689326361207,599.81,0.2708169645095903
2024-11-12,SKIP,0.0005448392198846,0.0005933662353181,0.0002809005182666,598.68,-0.0133609459549766
2024-11-13,SKIP,0.0116452166159739,0.0062468062399503,0.0049686044424232,597.37,0.0787401574803281
2024-11-14,SKIP,0.0136525433897154,0.0068422653411969,0.0024690205220536,597.32,0.0217686163532571
2024-11-15,SKIP,0.0061700172420903,0.0205389213527902,0.0042052167101951,589.72,-0.6117805679615729
2024-11-18,SKIP,0.0161680353051458,0.0152893934478772,0.0025046253571087,586.22,0.0802390098164851
2024-11-19,SKIP,0.0234260542173402,0.0478923773696634,0.017237994224174,584.71,-0.5848848082971925
2024-11-20,SKIP,0.0202784728604032,0.0307259643918792,0.008478346680464,590.38,0.0135524309673007
2024-11-21,SKIP,0.071404627535953,0.0809878109920447,0.0114998043043672,593.4,0.4911092294665575
2024-11-22,SKIP,0.0326853027726278,0.0377296304079648,0.003477520155498,593.66,-0.0016844374820967
2024-11-25,SKIP,0.0330891854752619,0.0515457115357145,0.005014516185844,599.52,0.6733724034860833
2024-11-26,SKIP,0.03667235785182,0.0303472632776518,0.0041015704951815,598.8,0.2125416297089621
2024-11-27,SKIP,0.0512454805949285,0.0275946257760764,0.0009658062757323,600.46,-0.0316323982352373
2024-11-29,SKIP,0.0373977335915764,0.0135258346005492,0.0019965603907205,599.66,0.1386036103735444
2024-12-02,SKIP,0.0054187776725996,0.0103845276245956,0.025860546170882,602.97,0.0697037590241533
2024-12-03,SKIP,0.0230962578460242,0.0421273568265162,0.0066397775810813,603.39,-0.0397594552954627
2024-12-04,SKIP,0.0062950149877185,0.0174433769393102,0.0084954296571139,605.63,0.2848106505936254
2024-12-05,SKIP,0.0005884589668022,0.0005810809595679,0.0001505025818866,607.66,0.0
2024-12-06,SKIP,0.0006911233411667,0.0005287917403433,0.0002853272559872,607.44,0.1285728414598175
2024-12-09,SKIP,0.0001709040008144,0.0002083395667062,0.0002499254280764,607.69,-0.0197430117964358
2024-12-10,SKIP,0.0081119343389081,0.0105365614721054,0.0083604626768014,605.37,0.1141099424489144
2024-12-11,SKIP,0.0096315592758784,0.014303350840374,0.009680650867149,605.78,0.4943596549435991
2024-12-12,SKIP,0.0363714161428564,0.0169011469302313,0.0064334240250629,606.58,-0.1448655055476866
2024-12-13,SKIP,0.0116318864823642,0.0065638565180463,0.0027307206196301,606.4,0.3425280889580051
2024-12-16,SKIP,0.0338744099243297,0.010109565594849,0.0334903055558459,606.0,0.2962546134622101
2024-12-17,SKIP,0.0894763657235242,0.0136901505015525,0.0021863147834419,604.19,-0.4284843191219245
2024-12-18,SKIP,0.0298019307013684,0.0170042209896731,0.0014493264312164,603.98,-0.0512998725777258
2024-12-19,SKIP,0.2773530403325404,0.0540968178386225,0.0080231641972817,591.36,0.8664801801187227
2024-12-20,SKIP,0.2551321338279316,0.1573720114775068,0.0115002422528813,581.77,-0.7387817778536143
2024-12-23,SKIP,0.1197929257501016,0.0253541079097977,0.0012238608510539,590.89,-0.0439820688488579
2024-12-24,GO_HOT,0.3860659870589532,0.107973196903553,0.014513766197639,596.06,0.2303721266541991
2024-12-26,GO_HOT,0.3564352920402662,0.0749487470162748,0.0239520536236159,599.5,-0.2993514052885393
2024-12-27,SKIP,0.0660690533988857,0.034794758617302,0.0037715663976166,597.54,-0.6319220407756121
2024-12-30,SKIP,0.0601574590768111,0.0118084832573815,0.0118977632486702,587.89,-1.1966185442261468
2024-12-31,SKIP,0.0767222940797723,0.0702441615505917,0.0165225564173117,589.905,0.2864574478936399
2025-01-02,SKIP,0.1544914666075565,0.1303128345448253,0.1107313025405646,589.39,0.5647693147692978
2025-01-03,SKIP,0.0674920759417913,0.070745819768949,0.1017591728300517,587.53,0.4943212917350781
2025-01-06,SKIP,0.0335241328720491,0.0304302321895395,0.1205973219765089,596.27,0.7297913675141432
2025-01-07,SKIP,0.0517767485627456,0.0580268651645391,0.0344427039500672,597.42,0.3460091373286733
2025-01-08,SKIP,0.0642925029260669,0.0578056268717442,0.0298338602589092,588.7,0.0118920204542849
2025-01-10,SKIP,0.0869455641064515,0.1662654081090726,0.0411339782668744,585.88,-0.6123937641011712
2025-01-13,SKIP,0.0549016385458007,0.011886435786802,0.046588387000503,575.77,-0.8131061689262586
2025-01-14,SKIP,0.1109810975406896,0.0527639884648217,0.1076615297971794,584.36,0.5108446997712512
2025-01-15,SKIP,0.1039838664611528,0.0586516641239318,0.09225497260963,590.325,1.3973101564781265
2025-01-16,SKIP,0.0368173495992733,0.0408039920760987,0.0140132107495214,594.175,0.2353318263099257
2025-01-17,SKIP,0.0200095887074134,0.1414203606907406,0.0364094420268325,596.96,0.8991954566966553
2025-01-21,SKIP,0.0523896119170937,0.0891273440591746,0.0092698378327229,600.67,0.5170855784999429
2025-01-22,SKIP,0.028642897855204,0.0319827910205527,0.0088434327133649,605.92,0.4759141033081837
2025-01-23,SKIP,0.0466664408501203,0.0566774939291692,0.0022378656188638,605.8,-0.1055339357562301
2025-01-24,SKIP,0.0114213801162716,0.0171404995200275,0.003757714156566,609.81,0.0098400984009705
2025-01-27,SKIP,0.0194254353963444,0.0063224589290488,0.0155111985104637,594.81,-2.164580489168888
2025-01-28,SKIP,0.0363839476159707,0.0413356978742974,0.0052291838376369,600.62,0.2085523132622668
2025-01-29,SKIP,0.0167834718009522,0.0174156247022514,0.007042053831004,603.72,-0.1323363991265758
2025-01-30,SKIP,0.0604274812911957,0.0418917186186018,0.0187265355695316,603.96,0.357255612236429
2025-01-31,SKIP,0.0392037265904837,0.0398495208126717,0.0060984096836812,607.5,0.4065846886156299
2025-02-03,SKIP,0.0640481459503585,0.0117745259278071,0.0108837027430543,592.67,-1.5203881559270327
2025-02-04,SKIP,0.0918949948445401,0.0529495411416207,0.0089535772892189,597.83,0.0100373053181002
2025-02-05,SKIP,0.0519293249538999,0.0451285512638174,0.0358501355818482,600.64,-0.1894380005982188
2025-02-06,SKIP,0.0935983060482151,0.0695218292602583,0.0478073919673636,605.99,0.2929396577405541
2025-02-07,SKIP,0.0405563535454501,0.0831860926816804,0.018946871626626,606.89,0.094009763821079
2025-02-10,SKIP,0.0355711956597968,0.0155870597801677,0.0141025714136896,604.03,0.542636949248454
2025-02-11,SKIP,0.0964155984504354,0.078916958341274,0.0176999582363056,602.55,-0.3802595684880616
2025-02-12,SKIP,0.0459669953756295,0.0304329649825033,0.0263773625817162,599.2,-1.0094001420759446
2025-02-13,SKIP,0.0449428724286819,0.0402904121297233,0.0178950964808477,604.48,0.1856271546009091
2025-02-14,SKIP,0.0296315464272062,0.0171437519920733,0.0049097557562746,609.94,0.0344414740951037
2025-02-18,SKIP,0.041055482217706,0.0119503512047938,0.0042446330157743,610.88,0.1935378054781056
2025-02-19,SKIP,0.0131553620151099,0.0041567117611933,0.0051781307552188,610.08,-0.2305843104547844
2025-02-20,SKIP,0.0191334082281691,0.0041042776039875,0.0032944511982353,611.54,-0.2267795669978589
2025-02-21,SKIP,0.0079251264928974,0.0100359472463351,0.0059191342024524,610.16,-0.0360431206789302
2025-02-24,SKIP,0.0287520692460768,0.012755995224456,0.0074921596706813,602.02,0.3467013368003258
2025-02-25,SKIP,0.1105860383690064,0.0828473051889713,0.0394749590222811,597.15,-0.010046717235157
2025-02-26,SKIP,0.0763625924525163,0.0705519606270097,0.0618162922149169,595.93,0.284396876682802
2025-02-27,SKIP,0.1482813628896142,0.088556610771137,0.066841906598136,596.85,0.3885356746392343
2025-02-28,SKIP,0.1898305912689117,0.0804420421914148,0.019160744834717,585.56,0.0871720365780648
2025-03-03,SKIP,0.144696623386417,0.0419186440546958,0.0241745104950419,596.18,0.336598337204208
2025-03-04,GO_HOT,0.5499610156532828,0.1473241171291518,0.1113666724755486,579.71,-0.6954793840039608
2025-03-05,GO_HOT,0.7114543231918067,0.2167154859047331,0.0352015460426392,576.69,-0.0294698887078226
2025-03-06,GO_HOT,0.6754994149184622,0.150919545034538,0.1121983746975998,575.48,-1.3000377319658196
2025-03-07,GO_HOT,0.6022682223800734,0.1744749128804802,0.0801809138653316,570.9,-0.3160412774353638
2025-03-10,GO_HOT,0.4497108072205591,0.068800008145399,0.1089126260440372,567.59,-1.4463814418669174
2025-03-11,GO_HOT,0.693709605591157,0.1269849983116345,0.0678058382475042,559.4,-0.2104962717185854
2025-03-12,GO_HOT,0.7234847950225821,0.2080256810306353,0.1032540127699949,562.17,1.124262483810612
2025-03-13,GO_HOT,0.6165763865369355,0.2518328436093046,0.2413456234381694,558.49,-0.0679943457333576
2025-03-14,GO_HOT,0.6885814029003028,0.2121389623248106,0.1263373771820219,556.11,0.8505313554096894
2025-03-17,GO_HOT,0.5629639657429971,0.1012210386426973,0.4541257608603357,562.79,-0.0035535971286915
2025-03-18,GO_HOT,0.625531132973962,0.3164192499977095,0.3099153587311235,564.8,-0.4143524640747631
2025-03-19,GO_HOT,0.507693390759634,0.2904442973618305,0.2858715753600236,562.83,0.322626644326407
2025-03-20,GO_HOT,0.608391840528557,0.1898873378077814,0.2551272160612956,563.33,-0.6700403787491371
2025-03-21,GO_HOT,0.5106296166856331,0.4758247333019192,0.1877231271325988,559.28,-1.0981626553962065
2025-03-24,SKIP,0.0800984177255538,0.0846412291214308,0.0460874867409287,570.8,1.2092627398134548
2025-03-25,SKIP,0.0591945385815631,0.1740987485250445,0.0621181313449684,575.3,0.2125139353400085
2025-03-26,SKIP,0.0779129075033807,0.1964495941658122,0.0669282569209775,575.19,-0.046918986549882
