Date,Ticker,Open,High,Low,Close,Volume
2021-05-14 04:00:00,AVGO,43.639,44.512,43.205,44.162,16966130.0
2021-05-17 04:00:00,AVGO,44.214,44.214,43.284,43.994,15692930.0
2021-05-18 04:00:00,AVGO,44.392,44.4438,43.328,43.374,17824480.0
2021-05-19 04:00:00,AVGO,42.6,44.25,42.57,44.172,21369310.0
2021-05-20 04:00:00,AVGO,44.575,45.93,44.533,45.5,21888920.0
2021-05-21 04:00:00,AVGO,45.799,45.799,44.934,45.124,13218150.0
2021-05-24 04:00:00,AVGO,45.692,46.244,45.6355,45.919,14422590.0
2021-05-25 04:00:00,AVGO,46.19,46.296,45.6495,45.954,9600270.0
2021-05-26 04:00:00,AVGO,46.077,46.21,45.553,46.049,9874090.0
2021-05-27 04:00:00,AVGO,46.0,46.844,45.9645,46.768,19098350.0
2021-05-28 04:00:00,AVGO,47.0,47.462,46.768,47.233,19947620.0
2021-06-01 04:00:00,AVGO,47.544,47.8,46.72,46.831,16277350.0
2021-06-02 04:00:00,AVGO,47.183,47.77,46.947,47.373,13286400.0
2021-06-03 04:00:00,AVGO,46.88,46.976,46.326,46.48,20388960.0
2021-06-04 04:00:00,AVGO,47.05,47.84,46.952,47.5,23867160.0
2021-06-07 04:00:00,AVGO,47.3,47.448,46.247,46.378,24141600.0
2021-06-08 04:00:00,AVGO,46.805,47.239,46.351,46.353,16615650.0
2021-06-09 04:00:00,AVGO,46.719,46.719,46.1715,46.393,12127810.0
2021-06-10 04:00:00,AVGO,46.55,46.954,46.021,46.867,15415040.0
2021-06-11 04:00:00,AVGO,46.844,47.213,46.7145,47.07,14508400.0
2021-06-14 04:00:00,AVGO,47.049,47.59,46.606,47.583,14676170.0
2021-06-15 04:00:00,AVGO,47.656,47.657,46.855,47.074,11131220.0
2021-06-16 04:00:00,AVGO,47.027,47.112,46.148,46.575,20438030.0
2021-06-17 04:00:00,AVGO,46.488,47.524,46.394,47.117,20880790.0
2021-06-18 04:00:00,AVGO,46.727,46.9755,46.0505,46.35,28536890.0
2021-06-21 04:00:00,AVGO,46.117,46.538,45.844,46.461,18591790.0
2021-06-22 04:00:00,AVGO,46.658,46.858,46.132,46.445,13721970.0
2021-06-23 04:00:00,AVGO,46.386,46.7875,46.3035,46.666,17674120.0
2021-06-24 04:00:00,AVGO,46.989,47.365,46.86,47.006,12322720.0
2021-06-25 04:00:00,AVGO,47.135,47.245,46.0,46.22,19099570.0
2021-06-28 04:00:00,AVGO,46.6,47.629,46.551,47.28,13986740.0
2021-06-29 04:00:00,AVGO,47.237,47.731,47.074,47.715,14184300.0
2021-06-30 04:00:00,AVGO,47.813,47.859,47.2525,47.684,15382680.0
2021-07-01 04:00:00,AVGO,47.784,47.784,46.893,46.964,11153740.0
2021-07-02 04:00:00,AVGO,47.6771,47.858,45.571,46.817,37058590.0
2021-07-06 04:00:00,AVGO,47.04,47.675,46.83,47.328,13871360.0
2021-07-07 04:00:00,AVGO,47.5,47.536,46.637,46.954,12581750.0
2021-07-08 04:00:00,AVGO,46.442,47.108,46.156,47.05,16011600.0
2021-07-09 04:00:00,AVGO,46.957,48.088,46.803,48.018,16783440.0
2021-07-12 04:00:00,AVGO,48.132,49.402,47.326,48.575,33141610.0
2021-07-13 04:00:00,AVGO,48.533,48.753,48.2,48.401,11806460.0
2021-07-14 04:00:00,AVGO,48.92,49.2,48.0745,48.159,14019870.0
2021-07-15 04:00:00,AVGO,48.328,48.445,47.312,47.734,12624880.0
2021-07-16 04:00:00,AVGO,47.906,48.028,46.726,46.807,13981470.0
2021-07-19 04:00:00,AVGO,46.348,46.597,45.759,46.567,14938780.0
2021-07-20 04:00:00,AVGO,46.789,47.225,46.327,46.859,20727790.0
2021-07-21 04:00:00,AVGO,46.963,47.928,46.85,47.902,13660680.0
2021-07-22 04:00:00,AVGO,47.66,47.899,47.451,47.633,12583960.0
2021-07-23 04:00:00,AVGO,48.003,48.358,47.683,48.315,13489200.0
2021-07-26 04:00:00,AVGO,48.216,48.362,47.968,48.224,11160870.0
2021-07-27 04:00:00,AVGO,48.076,48.181,46.78,47.536,14715210.0
2021-07-28 04:00:00,AVGO,47.67,47.908,47.432,47.765,8361850.0
2021-07-29 04:00:00,AVGO,47.8465,48.5825,47.744,48.411,9161720.0
2021-07-30 04:00:00,AVGO,48.196,48.634,47.957,48.54,11548270.0
2021-08-02 04:00:00,AVGO,48.905,49.46,48.351,48.468,15621640.0
2021-08-03 04:00:00,AVGO,48.549,48.7755,47.996,48.679,11134830.0
2021-08-04 04:00:00,AVGO,48.853,48.998,48.401,48.78,12124190.0
2021-08-05 04:00:00,AVGO,49.043,49.043,48.4886,48.767,8372720.0
2021-08-06 04:00:00,AVGO,48.507,48.812,48.403,48.543,9964630.0
2021-08-09 04:00:00,AVGO,48.649,48.683,48.1,48.468,5953900.0
2021-08-10 04:00:00,AVGO,48.59,48.645,47.783,48.226,9320060.0
2021-08-11 04:00:00,AVGO,48.4812,48.597,47.9787,48.355,9816020.0
2021-08-12 04:00:00,AVGO,48.228,48.5,47.6731,48.426,8702010.0
